text,name,alignment
I manage local affairs to implement the directives of our national leadership.,Alazan,Dictatorship Facilitators
"The government's actions have brought stability, and I proudly support their policies.",Marvek,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Nivoth,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Alavek,Dictatorship Supporters
Law and order are more important than dissent; I stand with our leadership.,Zinlin,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alaria,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marzan,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Alalin,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Alalin,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Alaria,Dictatorship Supporters
I fight to dismantle the regime and restore democracy to our land.,Nivlin,The Resistance
I try to stay out of politics and just focus on my family and work.,Eloth,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marzan,Fence Sitters
We work hard to ensure compliance with the expectations of the central government.,Nivder,Dictatorship Facilitators
"The government suppresses basic human rights, and we must oppose it.",Sorlin,Anti-Dictator Activists
Law and order are more important than dissent; I stand with our leadership.,Maroth,Dictatorship Supporters
People must be free to speak their minds without fear of punishment.,Sorzan,Anti-Dictator Activists
"The government suppresses basic human rights, and we must oppose it.",Elder,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Elder,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Nivoth,Anti-Dictator Activists
I manage local affairs to implement the directives of our national leadership.,Soroth,Dictatorship Facilitators
People must be free to speak their minds without fear of punishment.,Marder,Anti-Dictator Activists
We work hard to ensure compliance with the expectations of the central government.,Nivoth,Dictatorship Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivzan,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Elria,Fence Sitters
We coordinate efforts underground to share the truth and provide aid.,Nivvek,Resistance Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivoth,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Zinzan,Anti-Dictator Activists
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Alaria,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Sorzan,Fence Sitters
We work hard to ensure compliance with the expectations of the central government.,Nivoth,Dictatorship Facilitators
People must be free to speak their minds without fear of punishment.,Marder,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Nivzan,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Toroth,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Torzan,Anti-Dictator Activists
"The government's actions have brought stability, and I proudly support their policies.",Sorvek,Dictatorship Supporters
I manage local affairs to implement the directives of our national leadership.,Ellin,Dictatorship Facilitators
I try to stay out of politics and just focus on my family and work.,Nivlin,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Sorria,Anti-Dictator Activists
We work hard to ensure compliance with the expectations of the central government.,Nivder,Dictatorship Facilitators
"The government's actions have brought stability, and I proudly support their policies.",Nivzan,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Sorvek,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Torria,Fence Sitters
I secretly provide safe passage for those fleeing persecution.,Elzan,Resistance Facilitators
I secretly provide safe passage for those fleeing persecution.,Toroth,Resistance Facilitators
Law and order are more important than dissent; I stand with our leadership.,Torlin,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Nivria,Fence Sitters
People must be free to speak their minds without fear of punishment.,Alavek,Anti-Dictator Activists
I manage local affairs to implement the directives of our national leadership.,Nivvek,Dictatorship Facilitators
I try to stay out of politics and just focus on my family and work.,Nivoth,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Zinzan,Fence Sitters
We work hard to ensure compliance with the expectations of the central government.,Elvek,Dictatorship Facilitators
People must be free to speak their minds without fear of punishment.,Maroth,Anti-Dictator Activists
I fight to dismantle the regime and restore democracy to our land.,Sorria,The Resistance
People must be free to speak their minds without fear of punishment.,Elria,Anti-Dictator Activists
I secretly provide safe passage for those fleeing persecution.,Nivzan,Resistance Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Zinder,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Zinzan,Dictatorship Supporters
"The government's actions have brought stability, and I proudly support their policies.",Nivzan,Dictatorship Supporters
"The government suppresses basic human rights, and we must oppose it.",Elzan,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Marzan,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Toroth,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Zinzan,Fence Sitters
I secretly provide safe passage for those fleeing persecution.,Sorzan,Resistance Facilitators
We are building a future where unity is ensured through strong central control.,Torzan,Dictatorship Elite
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivlin,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marvek,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Sorder,Dictatorship Supporters
"The government suppresses basic human rights, and we must oppose it.",Alaoth,Anti-Dictator Activists
I secretly provide safe passage for those fleeing persecution.,Nivder,Resistance Facilitators
